,Name (caveats to the data),RTG $,Oil/Water Used,Type of Fish,Latin Name,Country Origin,Brand,Has Salt,Has Sugar,Sauce/Inclusions,Boneless,Skinless,Pieces/Tin,Tin Size (in grams unless otherwise noted),Tin Size (in oz unless otherwise noted),Smoked,Grilled/Seared,Citrus,Garlic,Chili Pepper,Tomato,Dairy,Gluten,Organic,Kosher Cert,Servings/tin,Sodium/Serv (mg),% RDA Sodium,Unnamed: 28
665,"Ramón Peña Sardines in Olive Oil 15/20, Gold Line",23,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,,No,No,15/20,130,4.6,No,No,No,No,No,No,No,No,No,,2,180,8,
666,"Ramón Peña Sardines in Olive Oil 25/30, Gold Line",14.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,,No,No,25/30,130,4.6,No,No,No,No,No,No,No,No,No,,2,180,8,
667,"Ramón Peña Sardines in Olive Oil 3/5, Silver Line",7.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,,No,No,3/5,115,4.0,No,No,No,No,No,No,No,No,No,,2,120,5,
668,"Ramón Peña Sardines in Olive Oil 30/35, Gold Line, Especial Aniversario",15,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,,No,No,30/35,130,4.6,No,No,No,No,No,No,No,No,No,,2,180,8,
669,"Ramón Peña Sardines in Sauce (Sardinas Guisadas) ""Xoubas"", Silver Line",10,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,"Tomato, Onion, Red Pepper",No,No,Unstated,115,4.0,No,No,No,No,No,Yes,No,Yes,No,,2,320,13,
670,"Ramón Peña Sardines in Spicy Olive Oil 20/25, Gold Line",12,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,Spicy,No,No,20/25,130,4.6,No,No,No,No,Yes,No,No,No,No,,2,340,14,
671,"Ramón Peña Small Atlantic Horse Mackerel in Olive Oil, Gold Line",12.5,Olive Oil,Horse Mackerel,Trachurus trachurus,Spain,Ramón Peña,Yes,No,,No,No,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,,3,320,13,
672,"Ramón Peña Small Sardines in Olive Oil 40/50, Large Format",22,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,,No,No,40/50,265,9.35,No,No,No,No,No,No,No,No,No,,2,180,8,
673,"Ramón Peña Small Sardines in Olive Oil with Padrón Pepper, Gold Line",14,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,Padrón pepper,No,No,Unstated,130,4.6,No,No,No,No,Yes,No,No,No,No,,2,260,11,
674,"Ramón Peña Small Sardines in Spicy Olive Oil 12/16, Silver Line",8,Olive Oil,Sardines,Sardina pilchardus,Spain,Ramón Peña,Yes,No,Spiced/Spicy,No,No,12/16,115,4.1,No,No,No,No,Yes,No,No,No,No,,2,340,14,
675,"Ramón Peña Spicy Mussels with Garlic and Chilli Pepper 16/20, Silver Line",10,"Olive Oil,  Sunflower Oil",Mussels,Mytilus galloprovincialis,Spain,Ramón Peña,Yes,No,Spiced/Spicy,,,16/20,110,3.9,No,No,No,Yes,Yes,No,No,No,No,,2,260,11,
676,"Ramón Peña Squids in Olive Oil, Gold Line",14.25,Olive Oil,Squid,Loligo gahi,Spain,Ramón Peña,Yes,No,,,,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,,2,160,7,
677,"Ramón Peña Stuffed Squid in Ink Sauce 6/8, Gold Line",14,Olive Oil,Squid,Loligo gahi,Spain,Ramón Peña,Yes,No,Ink,,,6/8,138,4.9,No,No,No,No,No,No,No,No,No,,2,190,8,
678,"Ramón Peña Yellowfin Tuna in Olive Oil, Silver Line",7.25,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,Ramón Peña,Yes,No,,,,,110,3.9,No,No,No,No,No,No,No,No,No,,2,130,6,
679,"Ramón Peña Yellowfin Tuna Ventresca in Olive Oil, Silver Line",14.5,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,Ramón Peña,Yes,No,,,,,110,3.9,No,No,No,No,No,No,No,No,No,,2,190,8,
680,"Ramón Peña Zamburiñas Guisadas (Small Scallops in Sauce), Gold Line",18.5,Olive Oil,Scallop,Aequipecten opercularis,Spain,Ramón Peña,Yes,No,"Tomato, Onion, Red Pepper",,,Unstated,110,4.0,No,No,No,No,No,Yes,No,No,No,,?,1100,?,Per 100g
681,"Ramón Peña Zamburiñas Guisadas (Small Scallops in Sauce), Silver Line",16.5,Olive Oil,Scallop,Aequipecten opercularis,Spain,Ramón Peña,Yes,No,"Tomato, Onion, Red Pepper",,,Unstated,110,4.0,No,No,No,No,No,Yes,No,No,No,,2,180,7,
682,Real Conservera Clams in Brine 12+,70,Water,Clams,Venerupis pullastra ,Spain,Real Conservera,Yes,No,"onion, lemon, salt and bay leaf",,,Unstated,85,3.82,No,No,No,No,No,No,No,No,No,,,,,
683,Real Conservera Cockles in Brine,55,Brine,Cockles,Cerastoderma edule,Spain,Real Conservera,Yes,No,"Lemon, bay, onion",,,Unstated,85,3.82,No,No,No,No,No,No,No,No,No,,1,,,
684,Real Conservera Garfish in Olive Oil,21,Olive Oil,Garfish,Scomberesox saurus,Spain,Real Conservera,Yes,No,,No,No,Unstated,112,3.95,No,No,No,No,No,No,No,No,No,,,,,
685,Real Conservera Mussels in Escabeche 5/7,27,Olive Oil,Mussels,Mytillus galloprovincialis,Spain,Real Conservera,No,No,Escabeche,,,5/7,115,4.06,No,No,No,No,No,No,No,No,No,,?,1100,?,Per 100g
686,"Real Conservera Mussels in Escabeche 7/9, Grandes",23,Olive Oil,Mussels,Mytilus galloprovincialis,Spain,Real Conservera,Yes,No,Escabeche,,,7/9,112,3.95,No,Fried,No,Yes,No,No,No,No,No,,1,,,
687,Real Conservera Portuguese Style Cod,36,Olive Oil,Cod,?,Spain,Real Conservera,Yes,No,"potato, white wine, rice flour, pitted black olives, salt, parsley and white pepper",Yes,Yes,,,5.29,No,No,No,No,No,No,No,No,No,,,,,
688,Real Conservera Sardines in Olive Oil 3/4,15,Olive Oil,Sardines,Sardina pilchardus,Spain,Real Conservera,Yes,No,,No,No,3/4,120,4.2,No,No,No,No,No,No,No,No,No,,?,< 1g,?,Per 100g
689,Real Conservera Sardinillas in Olive Oil with Lemon 10/14,19,Olive Oil,Sardines,Sardina pilchardus,Spain,Real Conservera,Yes,No,Lemon,No,No,10/14,112,4.0,No,No,Yes,No,No,No,No,No,No,,?,1500,?,Per 100g
690,Real Conservera Sea Urchin Roes in Brine,116,Brine,Sea Urchin Roe,,Spain,Real Conservera,Yes,No,,,,Unstated,85,2.99,No,No,No,No,No,No,No,No,No,,1,,,
691,Real Conservera Selección 1920 Atún Claro (Yellowfin tuna) in Olive Oil,10,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,Real Conservera,Yes,No,,Yes,Yes,Unstated,110,4.0,No,No,No,No,No,No,No,No,No,,1,,,
692,Real Conservera Selección 1920 Atún Claro (Yellowfin tuna) Ventresca Pieces in Olive Oil with Curry,16.5,Sunflower Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,Real Conservera,Yes,No,"onion, curry sauce (mustard), spices",,,,115,4.06,No,No,No,No,No,No,No,No,No,,,,,
693,Real Conservera Selección 1920 Clams in Brine,15.5,Brine,Clams,,Spain,Real Conservera,Yes,No,"Lemon, bay, onion",,,Unstated,115,4.06,No,No,No,No,No,No,No,No,No,,1,,,
694,Real Conservera Selección 1920 Cockles in Brine 30/40,27.5,Brine,Cockles,Cerastoderma edule,Spain,Real Conservera,Yes,No,"Lemon, bay, onion",,,30/40,111,3.9,No,No,No,No,No,No,No,No,No,,1,,,
695,Real Conservera Selección 1920 Cockles in Brine 40/50,21.5,Brine,Cockles,Cerastoderma edule,Spain,Real Conservera,Yes,No,"Lemon, bay, onion",,,40/50,111,3.9,No,No,No,No,No,No,No,No,No,,1,,,
696,Real Conservera Selección 1920 Mussels in Escabeche 12/16,13,Escabeche,Mussels,Mytillus galloprovincialis,Spain,Real Conservera,Yes,No,Escabeche,,,12/16,115,4.06,No,No,No,Yes,No,No,No,No,No,,1,,,
697,Real Conservera Selección 1920 Mussels in Escabeche 9/12,19,Olive Oil,Mussels,Mytilus galloprovincialis,Spain,Real Conservera,No,No,Escabeche,,,6/12,112,4.0,No,No,No,No,No,No,No,No,No,,?,1100,?,per 100g
698,Real Conservera Selección 1920 Razor Clams in Brine,26,Brine,Razor Clam,Ensis arcuatus,Spain,Real Conservera,Yes,No,"lemon, bay leaf, onion",,,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
699,Real Conservera Selección 1920 Sardines in Olive Oil,8.75,Olive OIl,Sardines,Sardina pilchardus,Spain,Real Conservera,Yes,No,,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,1,,,
700,Real Conservera Selección 1920 Small Sardines (Sardinillas) in Olive Oil,11,Olive Oil,Sardines,Sardina pilchardus,Spain,Real Conservera,Yes,No,,No,No,Unstated,112,4.0,No,No,No,No,No,No,No,No,No,,1,,,
701,Real Conservera Selección 1920 Small Sardines (Sardinillas) in Olive Oil 12/16,13.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Real Conservera,Yes,No,,No,No,12/16,120,4.2,No,No,No,No,No,No,No,No,No,,1,,,
702,Real Conservera Selección 1920 Small Sardines (Sardinillas) in Spicy Olive Oil,12.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Real Conservera,Yes,No,hot pepper,No,No,Unstated,112,3.95,No,No,No,No,Yes,No,No,No,No,,,,,
703,Real Conservera Selección 1920 Ventresca de Atún Claro (Yellowfin Belly) in Olive Oil,15,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,Real Conservera,Yes,No,,Yes,Yes,Unstated,115,4.06,No,No,No,No,No,No,No,No,No,,1,,,
704,Real Conservera Small Sardines (Sardinillas) in Olive Oil (Limited Edition),28,Olive Oil,Sardines,Sardina pilchardus,Spain,Real Conservera,Yes,No,,No,No,18/22,112,3.95,No,No,No,No,No,No,No,No,No,,?,1500,?,Per 100g
705,Real Conservera Small Sardines (Sardinillas) in Olive Oil 10/14,24,Olive OIl,Sardines,Sardina pilchardus,Spain,Real Conservera,Yes,No,,No,No,10/14,112,3.95,No,No,No,No,No,No,No,No,No,,?,1500,?,per 100g
706,Real Conservera Small Sardines (Sardinillas) in Spicy Olive Oil 10/14,24,Olive Oil,Sardines,Sardina pilchardus,Spain,Real Conservera,Yes,No,Spiced/Spicy,No,No,10/14,112,3.95,No,No,No,No,Yes,No,No,No,No,,?,1500,?,per 100g
707,Real Conservera Small Whole Mackerel (Caballitas) in Olive Oil,23,Olive Oil,Mackerel,Scomber scombrus,Spain,Real Conservera,Yes,No,,No,No,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,,?,< 1g,?,Per 100g
708,Real Conservera Spicy Hake Roe Medallions in Olive Oil,28,Olive Oil,Hake,Merluccius merluccius,Spain,Real Conservera,Yes,No,Spiced/Spicy,,,Unstated,130,4.6,No,No,No,No,Yes,No,No,No,No,,?,< 1g,?,Per 100g
709,Real Conservera Spicy Hake Roe Pâté,25,Olive Oil,Hake Roe Pate,Merluccius merluccius,Spain,Real Conservera,Yes,No,Spicy Olive Oil,,,Unstated,140,4.93,No,No,No,Yes,Yes,No,No,No,No,,1,,,
710,Real Conservera Stuffed Squid in Ink,51,Olive Oil,Squid,Loligo spp.,Spain,Real Conservera,Yes,No,"onion, pepper, tomato, wine (sulfites), salt, cephalopod ink, rice flour, paprika, and spicy paprika.",,,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,,?,,,
711,Real Conservera Stuffed Squid in Olive Oil,45,Olive Oil,Squid,Loligo spp.,Spain,Real Conservera,Yes,No,,,,Unstated,130,4.6,No,No,No,No,No,No,No,No,No,,?,< 1g,?,Per 100g
712,Real Conservera Variegated Scallop (Zamburiñas) in Natural Broth,58,Water,Scallop,?,Spain,Real Conservera,Yes,No,"Onion, Lemon, Bay",,,Unstated,130,4.6,No,No,Yes,No,No,No,No,No,No,,?,< 1g,?,Per 100g
713,Real Conservera Ventresca of Yellowfin Tuna,20,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,Real Conservera,Yes,No,,,,Unstated,112,3.95,No,No,No,No,No,No,No,No,No,,1,,,
714,Riga Gold Cod Liver,4.5,,Cod,?,Latvia,Riga Gold,?,?,?,,,,120,4.2,No,No,No,No,No,No,No,No,No,,?,?,?,
715,"Riga Gold Délicatesse Smoked Sprats in Olive Oil with Chili, Clear Top",4.5,Olive Oil,Sprats,Sprattus sprattus,Latvia,Riga Gold,Yes,No,Chili,No,No,Unstated,120,4.2,Yes,No,No,No,Yes,No,No,No,No,,2,200,8,
716,"Riga Gold Délicatesse Smoked Sprats in Olive Oil with Lemon, Clear Top",4.5,Olive Oil,Sprats,Sprattus sprattus,Latvia,Riga Gold,Yes,No,Lemon,No,No,Unstated,120,4.2,Yes,No,Yes,No,No,No,No,No,No,,2,200,8,
717,"Riga Gold Délicatesse Smoked Sprats in Olive Oil, Clear Top",4.5,Olive Oil,Sprats,Sprattus sprattus,Latvia,Riga Gold,Yes,No,,No,No,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,,2,200,8,
718,"Riga Gold Smoked Sprats in Oil 10/12, 160g",3.5,Rapeseed Oil,Sprats,Sprattus sprattus,Latvia,Riga Gold,Yes,No,,No,No,Unstated,160,5.64,Yes,No,No,No,No,No,No,No,No,OU,2,320,14,
719,"Riga Gold Smoked Sprats in Oil 9/11, 240g",4.5,Rapeseed Oil,Sprats,Sprattus sprattus,Latvia,Riga Gold,Yes,No,,No,No,Unstated,240,8.47,Yes,No,No,No,No,No,No,No,No,OU,3,320,14,
720,"Riga Gold Smoked Sprats in Olive Oil, Clear Top",4.5,Olive Oil,Sprats,Sprattus sprattus,Latvia,Riga Gold,Yes,No,,No,No,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,,1,440,14,
721,Rizzoli Anchovy Fillets in Extra Virgin Olive Oil,10.5,Extra Virgin Olive Oil,Anchovies,,Italy,Rizzoli,Yes,No,,Yes,Yes,Unstated,90,3.17,No,No,No,No,No,No,No,No,No,,3,852,37,
722,Rizzoli Anchovy Fillets in Spicy Sauce,9.5,Extra Virgin Olive Oil,Anchovies,,Italy,Rizzoli,Yes,Yes,"Mustard, spices, tuna, vinegar",Yes,Yes,Unstated,90,3.17,No,No,No,No,No,No,No,No,No,,6,480,21,
723,Rizzoli Anchovy Paste,5,Olive Oil,Anchovies,,Italy,Rizzoli,Yes,No,,Yes,Yes,,60,2.12,No,No,No,No,No,No,No,No,No,,4,1040,45,
724,RTG Pow! Sardines in Habanero Purée,9,Sunflower Oil,Sardines,Sardina pilchardus,Spain,Don Gastronom/RTG,Yes,No,Habanero puree,No,No,Unstated,110,3.8,No,No,No,Yes,No,No,No,No,No,,1,660,30,
725,Rügen Fisch Herring Fillets in Dill-Herb Sauce,4,Canola Oil,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,Yes,Dill Cream,Yes,Yes,Unstated,200,7.05,No,No,No,No,No,No,Yes,No,No,,2,400,17,
726,Rügen Fisch Herring Fillets in Horseradish Sauce,4,Rapeseed Oil,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,Yes,Horseradish,Yes,Yes,Unstated,200,7.05,No,No,No,No,No,No,Yes,No,No,,2,300,13,
727,Rügen Fisch Herring Fillets in Hot Tomato Sauce,4,Rapeseed Oil,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,Yes,Tomato,Yes,No,Unstated,200,7.05,No,No,No,No,Yes,Yes,No,No,No,,2,290,13,
728,Rügen Fisch Herring Fillets in Mushroom Sauce,4,Rapeseed Oil,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,Yes,Mushroom,Yes,Yes,Unstated,200,7.05,No,No,No,No,No,No,Yes,Yes,No,,2,380,17,
729,Rügen Fisch Herring Fillets in Mustard Sauce,4,Rapeseed Oil,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,Yes,Mustard,Yes,Yes,Unstated,200,7.05,No,No,No,No,No,No,No,No,No,,2,520,23,
730,Rügen Fisch Herring Fillets in Paprika Sauce,4,Rapeseed Oil,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,Yes,Tomato,Yes,Yes,Unstated,200,7.05,No,No,No,No,No,Yes,Yes,Yes,No,,2,400,17,
731,Rügen Fisch Herring Fillets in Tomato Sauce,4,Rapeseed Oil,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,Yes,Tomato,Yes,Yes,Unstated,200,7.05,No,No,No,No,No,Yes,No,No,No,,2,290,13,
732,Rügen Fisch Herring Fillets in White Wine Sauce,4,Rapeseed Oil,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,Yes,White Wine,Yes,Yes,Unstated,200,7.05,No,No,No,No,No,No,Yes,Yes,No,,2,400,17,
733,Rügen Fisch Kipper Snacks,4,Water,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,Yes,,Yes,,,100,3.53,Yes,No,No,No,No,No,No,No,No,,1,210,9,
734,Rügen Fisch Mackerel Fillets in Tomato Sauce,5,Rapeseed Oil,Mackerel,Scomber scombrus,Germany,Rügen Fisch,Yes,Yes,Tomato,Yes,Yes,Unstated,200,7.05,No,No,No,No,No,Yes,No,No,No,,2,220,10,
735,Rügen Fisch Salmon Fillets (Skinless and Boneless) in Water,6.5,Water,Salmon,Salmo salar,Germany,Rügen Fisch,Yes,No,,Yes,Yes,Unstated,175,6.17,No,No,No,No,No,No,Possible Traces,Possible Traces,No,,2,400,25,
736,Rügen Fisch Smoked Herring Fillets in Canola Oil and Own Juice,4.5,Rapeseed Oil,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,No,,Yes,No,Unstated,190,6.7,Yes,No,No,No,No,No,No,No,No,,2,170,7,
737,"Rügen Fisch Smoked Herring Fillets with Pepper, in Brine and Own Juice",4.5,Water,Herring,Clupea harengus,Germany,Rügen Fisch,Yes,Yes,Pepper,Yes,No,Unstated,200,7.05,Yes,No,No,No,No,No,No,No,No,,2,180,8,
738,Rügen Fisch Smoked Kieler Sprats,4,Rapeseed Oil,Sprats,Sprattus sprattus,Germany,Rügen Fisch,Yes,No,,No,No,Unstated,110,3.88,Yes,No,No,No,No,No,No,No,No,,1,230,10,
739,Santa Catarina Tuna Fillets in Mediterranean Sauce,11,,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Santa Catarina,Yes,No,Mediterreanean,,,4,120,4.2,No,No,No,Yes,Yes,Yes,No,No,No,,2,270,11,
740,Santa Catarina Tuna Fillets in Olive Oil and Azorean Pepper,11,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Santa Catarina,Yes,No,Azorean Pepper,,,4,120,4.2,No,No,No,No,No,No,No,No,No,,2,270,11,
741,Santa Catarina Tuna Fillets in Olive Oil and Basil,11,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Santa Catarina,Yes,No,Basil,,,4,120,4.2,No,No,No,No,No,No,No,No,No,,2,270,11,
742,Santa Catarina Tuna Fillets in Olive Oil and Curry,11,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Santa Catarina,Yes,No,Curry,,,4,120,4.2,No,No,No,No,No,No,No,No,No,,2,270,11,
743,Santa Catarina Tuna Fillets in Olive Oil and Fennel,11,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Santa Catarina,Yes,No,Fennel Seeds,,,4,120,4.2,No,No,No,No,No,No,No,No,No,,2,270,11,
744,Santa Catarina Tuna Fillets in Olive Oil and Oregano,11,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Santa Catarina,Yes,No,Oregano,,,4,120,4.2,No,No,No,No,No,No,No,No,No,,2,270,11,
745,Santa Catarina Tuna Fillets in Olive Oil and Rosemary,11,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Santa Catarina,Yes,No,Rosemary,,,4,120,4.2,No,No,No,No,No,No,No,No,No,,2,270,11,
746,Santa Catarina Tuna Fillets in Olive Oil and Thyme,11,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Santa Catarina,Yes,No,Thyme,,,4,120,4.2,No,No,No,No,No,No,No,No,No,,2,270,11,
747,Santa Catarina Tuna Fillets in Organic Olive Oil,12,"Olive Oil, Organic","Tuna, Skipjack",Katsuwonus pelamis,Portugal,Santa Catarina,Yes,No,,,,4,120,4.2,No,No,No,No,No,No,No,No,Yes,,2,270,11,
748,Santa Catarina Tuna Fillets with Molho Cru,18,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Santa Catarina,Yes,No,"onion, red bell pepper, olive oil, chili pepper paste (chilli pepper, salt, preservative benzoic acid), vinegar (white wine vinegar, water, preservative sulfur dioxide – contains SULPHITES), garlic, paprika, parsley, and salt",,,Unstated,120,4.2,No,No,No,Yes,Yes,No,No,No,No,,2,270,11,
749,Sardinha Lightly Smoked Sardines in Olive Oil,9,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,,No,No,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,,,,,
750,Sardinha Lightly Smoked Skinless and Boneless Sardines in Olive Oil,11.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,,Yes,Yes,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,,,,,
751,Sardinha Sardines in Escabeche,8,Sunflower Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Escabeche,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
752,Sardinha Sardines in Olive Oil,8,Olive Oli,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
753,Sardinha Sardines in Olive Oil with Curry,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Curry,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
754,Sardinha Sardines in Olive Oil with Lemon,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Lemon,No,No,Unstated,120,4.2,No,No,Yes,No,No,No,No,No,No,,,,,
755,Sardinha Sardines in Olive Oil with Oregano,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Oregano,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
756,Sardinha Sardines in Olive Oil with Red Bell Pepper,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Bell Pepper,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
757,Sardinha Sardines in Olive Oil with Truffle Flavor,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Truffle Flavor,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
758,"Sardinha Sardines in Spicy Olive Oil with Malagueta Pepper, Special Edition – Year of the Dragon",8.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Chili pepper,No,No,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,No,,,,,
759,Sardinha Sardines in Spicy Olive Oil with Pickles,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Pickles,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
760,Sardinha Sardines in Spicy Tomato Sauce with Olive Oil,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Spicy Tomato,No,No,Unstated,120,4.2,No,No,No,No,Yes,Yes,No,No,No,,,,,
761,Sardinha Sardines in Tomato Sauce with Olive Oil,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Tomato,No,No,Unstated,120,4.2,No,No,No,No,No,Yes,No,No,No,,,,,
762,Sardinha Skinless and Boneless Sardines in Olive Oil,11.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,,Yes,Yes,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
763,Sardinha Skinless and Boneless Sardines in Spicy Olive Oil,11.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Chili pepper,Yes,Yes,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,No,,,,,
764,Sardinha Skinless and Boneless Sardines in Tomato Sauce with Olive Oil,11.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,Tomato,Yes,Yes,Unstated,120,4.2,No,No,No,No,No,Yes,No,No,No,,,,,
765,Sardinha Small Sardines in Olive Oil,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Sardinha,Yes,No,,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,,,,
766,Sempio Braised Anchovies in Soy Sauce,6,Corn Oil,Anchovies,,Korea,Sempio,Yes,Yes,"Almond, spices",,,Unstated,50,1.76,No,No,No,No,No,No,No,No,No,,1,1,400,* no way this is correct
767,Sempio Braised Anchovies with Hot Pepper Paste (Gochujang),6,Corn Oil,Anchovies,,Korea,Sempio,Yes,Yes,"Gochujang, spices, almonds, pumpkin seed",,,Unstated,50,1.76,No,No,No,?,Yes,No,Yes,Yes,No,,1,750,33,
768,Sempio Braised Dried Pollock in Spicy Sauce (Gochujang),6,Corn Oil,Pollock,,Korea,Sempio,Yes,Yes,Gochujang,,,Unstated,50,1.76,No,No,No,No,Yes,No,?,?,No,,1,690,30,
769,Stabburet Stabbur-Makrell (Mackerel Fillet) in Tomato Sauce,11.5,Canola Oil,Mackerel,,Norway,Stabbuet,Yes,Yes,Tomato,,,Unstated,170,,No,No,No,No,No,Yes,No,No,No,,1,?,?,
770,Sunnmöre Fish Balls in Brine (Fiskeboller i kraft),14.5,Brine,"Great silver smelt, haddock, saithe, Alaska pollack",,Norway,Sunnmore,Yes,No,,,,Unstated,800,,No,No,No,No,No,No,Yes,No,No,,4,525,22,
771,Sunnmöre Mackerel Fillets in Tomato Sauce,7,Rapeseed Oil,Mackerel,,Norway,Sunnmore,Yes,Yes,Tomato,,,Unstated,170,,No,No,No,No,No,Yes,No,No,No,,1,?,?,
772,Sunnmöre Peppered Mackerel (Peppermakrell),7,Rapeseed Oil,Mackerel,,Norway,Sunnmore,Yes,No,Pepper,,,Unstated,170,,No,No,No,No,No,No,No,No,No,,1,?,?,
773,"Tiny Fish Co. Black Cod in Soy Sauce (actually, it’s Tamari)",17,Tamari,Black Cod,,USA,Tiny Fish Co.,Yes,Yes,Tamari,Yes,Yes,Unstated,99,,No,No,No,No,No,No,No,No,No,,2,1371,60,
774,Tiny Fish Co. Octopus with Lemon and Dill,17,"Sunflower Oil, Butter",Octopus,Enteroctopus dofleini,USA,Tiny Fish Co.,Yes,No,"Lemon, Dill",,,Unstated,99,,No,No,Yes,No,No,No,Yes,No,No,,2,618,27,
775,Tiny Fish Co. Smoked Geoduck with Black Pepper,21,,"Clam, Geoduck",Panopea generosa,USA,Tiny Fish Co.,Yes,Yes,Black Pepper,,,Unstated,99,,Yes,No,No,No,No,No,No,No,No,,2,618,27,
776,Tiny Fish Co. Smoked Mussels en Escabeche,17,Extra Virgin Olive Oil,Mussels,Mytilus galloprovincialis,USA,Tiny Fish Co.,Yes,No,Escabeche,,,Unstated,133,,Yes,No,No,No,No,No,No,No,No,,2,618,27,
777,Tiny Fish Co. Sole with Like Family Olive Oil and Lemon,17,Olive Oil,Pacific Dover Sole,?,USA,Tiny Fish Co.,Yes,No,Lemon,,,,99,3.5,No,No,Yes,No,No,No,No,No,No,,,,,
